marker_symbol,mi_attempt_id,id,gene_id,assembly,chromosome,strand,homology_arm_start,homology_arm_end,loxp_start,loxp_end,cassette_start,cassette_end,cassette,backbone,subtype_description,floxed_start_exon,floxed_end_exon,project_design_id,reporter,mutation_method_id,mutation_type_id,mutation_subtype_id,cassette_type,created_at,updated_at,intron,type,has_issue,issue_description,sequence,taqman_critical_del_assay_id,taqman_upstream_del_assay_id,taqman_downstream_del_assay_id,wildtype_oligos_sequence,allele_genbank_file_id,vector_genbank_file_id
2210016L21Rik,1790,8829,1925,GRCm38,5,+,114939511,114951241,114947462,114947507,114945295,114945367,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000190042,ENSMUSE00000269653,115513,,1,1,2,Promotor Driven,2010-03-10 17:21:15 UTC,2011-03-24 13:58:45 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,8876,88551
2210408I21Rik,13486,8835,10539,GRCm38,13,+,77177532,77187725,77183918,77183993,77183121,77183235,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000612591,ENSMUSE00000612591,77640,,1,1,2,Promotor Driven,2010-03-10 17:21:16 UTC,2011-03-24 13:58:45 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,15700,94682
2310007B03Rik,1317,8526,381,GRCm38,1,-,93160668,93150526,93155769,93155748,93156694,93156585,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000358644,ENSMUSE00000358644,45113,,1,1,2,Promotor Driven,2010-03-10 17:20:00 UTC,2011-03-24 13:58:31 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,4876,85155
2310009B15Rik,3532,38094,2130,GRCm38,1,-,138871814,138836816,,,138856814,138851816,ZEN-Ub1,,,ENSMUSE00000690173,ENSMUSE00000690171,,,1,2,2,Promotor Driven,2012-05-11 18:22:58 UTC,2012-05-11 18:22:58 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,39521,
2310011J03Rik,4670,5773,7601,GRCm38,10,-,80324515,80314916,80319271,80319246,80319897,80319872,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000378760,ENSMUSE00000378760,231509,,1,1,2,Promotor Driven,2010-03-10 17:09:40 UTC,2011-03-24 13:56:18 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,7795,87685
2310022B05Rik,2073,7583,1095,GRCm38,8,-,124645970,124634815,124638922,124638855,124640045,124640021,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000215447,ENSMUSE00000215447,107754,,1,1,2,Promotor Driven,2010-03-10 17:16:25 UTC,2011-03-24 13:57:47 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,16372,95338
2310039H08Rik,3519,21871,2119,GRCm38,17,+,46757816,46788202,,,46772816,46773202,ZEN-Ub1,,,ENSMUSE00000463064,ENSMUSE00000463064,,,1,2,2,Promotor Driven,2010-05-18 10:55:41 UTC,2011-03-24 14:10:00 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,29936,
2310057J18Rik,1316,6703,1043,GRCm38,10,-,28986040,28975680,28982255,28982167,28983075,28982961,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000098805,ENSMUSE00000098805,46093,,1,1,2,Promotor Driven,2010-03-10 17:13:05 UTC,2011-03-24 13:57:04 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,8008,87862
2310057J18Rik,2133,6703,1043,GRCm38,10,-,28986040,28975680,28982255,28982167,28983075,28982961,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000098805,ENSMUSE00000098805,46093,,1,1,2,Promotor Driven,2010-03-10 17:13:05 UTC,2011-03-24 13:57:04 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,8008,87862
2410015M20Rik,10815,38398,15802,GRCm38,17,-,56624665,56592703,,,56609665,56607703,ZEN-Ub1,,,ENSMUSE00000383842,ENSMUSE00000408140,,,1,2,2,Promotor Driven,2012-05-11 18:31:08 UTC,2012-05-11 18:31:08 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,39825,
2410015M20Rik,10152,38398,15802,GRCm38,17,-,56624665,56592703,,,56609665,56607703,ZEN-Ub1,,,ENSMUSE00000383842,ENSMUSE00000408140,,,1,2,2,Promotor Driven,2012-05-11 18:31:08 UTC,2012-05-11 18:31:08 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,39825,
2510002D24Rik,9315,29511,10514,GRCm38,16,+,18821599,18854219,,,18836599,18839219,ZEN-Ub1,,,ENSMUSE00000787748,ENSMUSE00000620903,,,1,2,2,Promotor Driven,2011-02-04 15:13:21 UTC,2011-06-07 11:11:12 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,36685,
2510002D24Rik,9301,29511,10514,GRCm38,16,+,18821599,18854219,,,18836599,18839219,ZEN-Ub1,,,ENSMUSE00000787748,ENSMUSE00000620903,,,1,2,2,Promotor Driven,2011-02-04 15:13:21 UTC,2011-06-07 11:11:12 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,36685,
2610318N02Rik,4252,32987,2633,GRCm38,16,-,17124869,17114301,17118160,17118155,17119002,17118877,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000408180,ENSMUSE00000408180,182372,,1,1,2,Promotor Driven,2011-07-14 09:33:59 UTC,2011-07-14 09:33:59 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,33255,106459
2610509F24Rik,15016,44751,62206,GRCm38,9,-,118412302,118401031,118405850,118405751,118406517,118406492,L1L2_lncRNA_xpA3_BactNeo,L3L4_pD223_DTA_T_spec,,,,1000696,,1,1,,Promotor Driven,2016-01-13 15:25:21 UTC,2016-01-13 15:25:21 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,45806,115446
2610524H06Rik,6122,24127,1207,GRCm38,5,-,114830267,114820719,114822148,114822128,114823974,114823969,L1L2_Del_BactPneo_FFL,L3L4_pD223_DTA_spec,,ENSMUSE00000690641,ENSMUSE00000650783,254652,,1,1,1,Promotor Driven,2010-07-21 02:03:58 UTC,2014-07-17 12:56:38 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00735226_cn,,,22394,99652
2610524H06Rik,7877,24127,1207,GRCm38,5,-,114830267,114820719,114822148,114822128,114823974,114823969,L1L2_Del_BactPneo_FFL,L3L4_pD223_DTA_spec,,ENSMUSE00000690641,ENSMUSE00000650783,254652,,1,1,1,Promotor Driven,2010-07-21 02:03:58 UTC,2014-07-17 12:56:38 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00735226_cn,,,22394,99652
2610524H06Rik,2594,24127,1207,GRCm38,5,-,114830267,114820719,114822148,114822128,114823974,114823969,L1L2_Del_BactPneo_FFL,L3L4_pD223_DTA_spec,,ENSMUSE00000690641,ENSMUSE00000650783,254652,,1,1,1,Promotor Driven,2010-07-21 02:03:58 UTC,2014-07-17 12:56:38 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00735226_cn,,,22394,99652
2610524H06Rik,8738,24127,1207,GRCm38,5,-,114830267,114820719,114822148,114822128,114823974,114823969,L1L2_Del_BactPneo_FFL,L3L4_pD223_DTA_spec,,ENSMUSE00000690641,ENSMUSE00000650783,254652,,1,1,1,Promotor Driven,2010-07-21 02:03:58 UTC,2014-07-17 12:56:38 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00735226_cn,,,22394,99652
2700049A03Rik,9134,10411,12433,GRCm38,12,+,71142084,71152539,71148610,71148706,71147818,71147886,L1L2_Pgk_P,L3L4_pD223_DTA_spec,,ENSMUSE00000830584,ENSMUSE00000830584,105991,,1,1,2,Promotor Driven,2010-03-10 17:27:12 UTC,2013-05-15 21:57:00 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,3610,84059
2700062C07Rik,12987,37544,8612,GRCm38,18,+,24468972,24479985,24475928,24475944,24474879,24474908,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000140391,ENSMUSE00000140391,378629,,1,1,2,Promotor Driven,2012-05-01 01:55:12 UTC,2014-07-17 13:01:18 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00736800_cn,,,38971,109330
2700081O15Rik,4387,22370,10555,GRCm38,19,+,7406443,7438141,,,7421443,7423141,ZEN-Ub1,,,ENSMUSE00000861140,ENSMUSE00000643477,,,1,2,2,Promotor Driven,2010-05-18 11:50:01 UTC,2011-03-24 14:10:30 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,29947,
2700097O09Rik,3518,38182,2118,GRCm38,12,-,55095074,55030771,,,55080074,55045771,ZEN-Ub1,,,ENSMUSE00000751098,ENSMUSE00000769974,,,1,2,2,Promotor Driven,2012-05-11 18:25:11 UTC,2012-05-11 18:25:11 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,39609,
2810001G20Rik,15020,44769,7654,GRCm38,11,+,64073891,64084200,64080199,64080235,64079511,64079513,L1L2_lncRNA_xpA3_BactNeo,L3L4_pD223_DTA_T_spec,,,,1001616,,1,1,,Promotor Driven,2016-01-13 15:26:54 UTC,2016-01-13 15:26:54 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,45824,115475
2810408A11Rik,1016,7938,568,GRCm38,11,-,69904710,69893770,69898681,69898600,69900115,69900098,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000111694,ENSMUSE00000111693,50252,,1,1,2,Promotor Driven,2010-03-10 17:17:51 UTC,2011-07-28 13:11:27 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,16538,95476
2810459M11Rik,3896,8977,2412,GRCm38,1,+,86042819,86057233,,,86048586,86053163,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000157051,ENSMUSE00000915870,232239,,1,2,,Promotor Driven,2010-03-10 17:21:47 UTC,2012-10-29 17:53:51 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,8938,88673
2810459M11Rik,3975,8977,2412,GRCm38,1,+,86042819,86057233,,,86048586,86053163,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000157051,ENSMUSE00000915870,232239,,1,2,,Promotor Driven,2010-03-10 17:21:47 UTC,2012-10-29 17:53:51 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,8938,88673
2810468N07Rik,14991,44766,10711,GRCm38,17,+,25564282,25576597,25572198,25572246,25570757,25570778,L1L2_lncRNA_xpA3_BactNeo,L3L4_pD223_DTA_T_spec,,,,1001610,,1,1,,Promotor Driven,2016-01-13 15:26:37 UTC,2016-01-13 15:26:37 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,45821,115473
2810468N07Rik,14979,44766,10711,GRCm38,17,+,25564282,25576597,25572198,25572246,25570757,25570778,L1L2_lncRNA_xpA3_BactNeo,L3L4_pD223_DTA_T_spec,,,,1001610,,1,1,,Promotor Driven,2016-01-13 15:26:37 UTC,2016-01-13 15:26:37 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,45821,115473
2900026A02Rik,1620,9024,1531,GRCm38,5,-,113102833,113092199,113097385,113097377,113098298,113098203,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000360686,ENSMUSE00000360686,44237,,1,1,2,Promotor Driven,2010-03-10 17:21:58 UTC,2014-07-17 13:09:49 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00736833_cn,,16164,95142
3110001I22Rik,2196,5931,494,GRCm38,16,+,13671690,13683766,13678588,13678666,13676366,13676480,L1L2_gt0,L3L4_pZero_DTA_kan,,ENSMUSE00000263079,ENSMUSE00000263079,46622,,1,1,2,Promotorless,2010-03-10 17:10:15 UTC,2011-03-24 13:56:26 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,14907,94029
3110001I22Rik,2570,5931,494,GRCm38,16,+,13671690,13683766,13678588,13678666,13676366,13676480,L1L2_gt0,L3L4_pZero_DTA_kan,,ENSMUSE00000263079,ENSMUSE00000263079,46622,,1,1,2,Promotorless,2010-03-10 17:10:15 UTC,2011-03-24 13:56:26 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,14907,94029
3110040N11Rik,2745,6401,510,GRCm38,7,-,81788815,81779970,81785860,81785854,81786663,81786615,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000147973,ENSMUSE00000147973,47249,,1,1,2,Promotor Driven,2010-03-10 17:11:59 UTC,2011-03-24 13:56:48 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,4296,84631
3110082I17Rik,7265,20034,10809,GRCm38,5,-,139369806,139359768,139363787,139363699,139364800,139364734,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000451388,ENSMUSE00000451388,247349,,1,1,2,Promotor Driven,2010-03-30 15:35:28 UTC,2014-07-17 12:56:31 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00736296_cn,,,19390,98043
3110082I17Rik,13508,20034,10809,GRCm38,5,-,139369806,139359768,139363787,139363699,139364800,139364734,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000451388,ENSMUSE00000451388,247349,,1,1,2,Promotor Driven,2010-03-30 15:35:28 UTC,2014-07-17 12:56:31 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00736296_cn,,,19390,98043
3300002A11Rik,5714,8480,10256,GRCm38,12,+,99355754,99365662,99362005,99362103,99360893,99360932,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000288278,ENSMUSE00000363579,87498,,1,1,2,Promotor Driven,2010-03-10 17:19:50 UTC,2014-07-17 13:21:22 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00734667_cn,,4523,114112
3830406C13Rik,8924,8046,9768,GRCm38,14,+,12279805,12291397,12287527,12287558,12284854,12284874,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000406044,ENSMUSE00000294732,232820,,1,1,2,Promotor Driven,2010-03-10 17:18:14 UTC,2011-03-24 13:58:07 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,8740,88418
3830417A13Rik,4201,8048,2613,GRCm38,X,+,64171408,64182377,64178959,64178983,64177050,64177082,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000207141,ENSMUSE00000207141,55738,,1,1,2,Promotor Driven,2010-03-10 17:18:15 UTC,2011-03-24 13:58:07 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,8741,88419
4833420G17Rik,6955,30005,8212,GRCm38,13,+,119463552,119476082,119472371,119472430,119469250,119469278,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000516277,ENSMUSE00000478891,232817,,1,1,2,Promotor Driven,2011-02-10 10:12:30 UTC,2011-03-24 14:17:20 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,27974,103748
4833420G17Rik,8856,30005,8212,GRCm38,13,+,119463552,119476082,119472371,119472430,119469250,119469278,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000516277,ENSMUSE00000478891,232817,,1,1,2,Promotor Driven,2011-02-10 10:12:30 UTC,2011-03-24 14:17:20 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,27974,103748
4921506M07Rik,11522,8116,9831,GRCm38,12,+,57569812,57580920,57576857,57576963,57575311,57575449,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000654773,ENSMUSE00000654773,109095,,1,1,1,Promotor Driven,2010-03-10 17:18:30 UTC,2011-03-24 13:58:10 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,8772,88451
4921509C19Rik,9444,38428,18194,GRCm38,2,-,151488753,151456321,,,151473753,151471321,ZEN-Ub1,,,ENSMUSE00000513630,ENSMUSE00000512593,,,1,2,2,Promotor Driven,2012-05-11 18:31:57 UTC,2012-05-11 18:31:57 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,39855,
4921536K21Rik,5788,6491,8234,GRCm38,11,-,3896009,3884093,3889745,3889711,3890694,3890620,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000104602,ENSMUSE00000104602,43838,,1,1,2,Promotor Driven,2010-03-10 17:12:19 UTC,2014-07-17 13:08:52 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00734607_cn,,4988,85235
4930402H24Rik,8522,33535,11961,GRCm38,2,-,130818184,130806612,130810531,130810501,130811173,130811157,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000333476,ENSMUSE00000333476,378709,,1,1,2,Promotor Driven,2011-07-20 10:50:51 UTC,2011-07-20 10:50:51 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,33370,106576
4930404H24Rik,12548,10665,12791,GRCm38,2,+,153487173,153498247,153494010,153494074,153493360,153493361,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000681593,ENSMUSE00000681593,115549,,1,1,2,Promotor Driven,2010-03-10 17:28:13 UTC,2014-07-17 12:44:51 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00737798_cn,,,5639,85861
4930449E01Rik,5794,9781,11549,GRCm38,14,+,105499339,105509952,105505811,105505891,105504802,105504875,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000123717,ENSMUSE00000123716,88281,,1,1,2,Promotor Driven,2010-03-10 17:24:47 UTC,2014-07-17 13:21:58 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00734861_cn,,9358,88983
4930451I11Rik,8115,10663,12782,GRCm38,7,-,126837473,126826761,,,126831029,126830697,L1L2_Bact_P,L3L4_pZero_DTA_kan,,ENSMUSE00000385373,ENSMUSE00000382207,213569,,1,2,,Promotor Driven,2010-03-10 17:28:13 UTC,2014-07-17 12:52:31 UTC,,TargRep::TargetedAllele,FALSE,,,Mm00735288_cn,,,,5623,85822
4930453N24Rik,8033,6637,8339,GRCm38,16,-,64774466,64763995,64768756,64768643,64769652,64769547,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000495850,ENSMUSE00000495850,46621,,1,1,2,Promotor Driven,2010-03-10 17:12:51 UTC,2017-02-24 21:33:17 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,6245,115579
4930470P17Rik,8867,6660,8355,GRCm38,2,-,170585949,170575417,170579236,170579149,170580357,170580289,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000389141,ENSMUSE00000389141,88219,,1,1,2,Promotor Driven,2010-03-10 17:12:56 UTC,2014-07-17 13:21:55 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00736158_cn,,,6446,86511
4930502E18Rik,4184,9807,2601,GRCm38,X,+,53728675,53739300,53734011,53734133,53733287,53733373,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000453565,ENSMUSE00000453565,41161,,1,1,2,Promotor Driven,2010-03-10 17:24:53 UTC,2011-03-24 13:59:29 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,9370,88995
4930505A04Rik,7914,9822,11639,GRCm38,11,-,30459881,30449336,30454367,30454307,30455369,30455266,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000404153,ENSMUSE00000404153,44339,,1,1,2,Promotor Driven,2010-03-10 17:24:56 UTC,2014-07-17 13:10:11 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00736202_cn,,9376,89001
4930510E17Rik,8535,9720,11495,GRCm38,9,+,53273662,53285346,53281157,53281250,53279044,53279165,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000279135,ENSMUSE00000279135,82557,,1,1,2,Promotor Driven,2010-03-10 17:24:34 UTC,2014-07-17 13:19:25 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00736234_cn,,,9325,88951
4930519F16Rik,1483,9826,1773,GRCm38,X,-,103238253,103227688,103232620,103232540,103233400,103233360,L1L2_st1,L3L4_pZero_DTA_kan,,ENSMUSE00000208300,ENSMUSE00000208300,40753,,1,1,2,Promotorless,2010-03-10 17:25:01 UTC,2011-07-28 13:28:20 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,16991,95892
4930524B15Rik,8626,35785,8329,GRCm38,11,+,31950663,31991901,,,31965663,31976901,ZEN-Ub1,,,ENSMUSE00000254366,ENSMUSE00000662730,,,1,2,2,Promotor Driven,2011-10-26 18:16:29 UTC,2011-10-26 18:16:29 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,38165,
4930539E08Rik,10168,38717,12804,GRCm38,17,-,28930230,28883852,,,28915230,28898852,ZEN-Ub1,,,ENSMUSE00000413010,ENSMUSE00000407944,,,1,2,2,Promotor Driven,2012-05-11 18:39:43 UTC,2012-05-11 18:39:43 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,40144,
4930539E08Rik,10634,38717,12804,GRCm38,17,-,28930230,28883852,,,28915230,28898852,ZEN-Ub1,,,ENSMUSE00000413010,ENSMUSE00000407944,,,1,2,2,Promotor Driven,2012-05-11 18:39:43 UTC,2012-05-11 18:39:43 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,40144,
4930555F03Rik,6349,20063,11756,GRCm38,8,+,49489277,49499306,49496059,49496103,49494849,49494877,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000210743,ENSMUSE00000210743,212756,,1,1,2,Promotor Driven,2010-03-30 15:36:38 UTC,2014-07-17 12:52:10 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00735239_cn,,,19398,98051
4930556J24Rik,13545,9860,11752,GRCm38,11,-,3943768,3933619,3937368,3937250,3938600,3938547,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000311669,ENSMUSE00000311669,107107,,1,1,2,Promotor Driven,2010-03-10 17:25:10 UTC,2011-03-24 13:59:31 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,17009,95909
4930563E22Rik,11914,21544,11735,GRCm38,11,+,72200324,72230725,,,72215324,72215725,ZEN-UB1.GB,,,ENSMUSE00000445186,ENSMUSE00000445186,,,1,2,2,Promotor Driven,2010-05-18 10:09:46 UTC,2011-03-24 14:09:41 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,36232,
4930568D16Rik,8233,10035,12000,GRCm38,2,-,35361931,35350218,35353789,35353778,35356284,35356242,L1L2_Pgk_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000163848,ENSMUSE00000163844,118975,,1,1,1,Promotor Driven,2010-03-10 17:25:49 UTC,2011-03-24 13:59:39 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,9472,89093
4930568D16Rik,6732,10035,12000,GRCm38,2,-,35361931,35350218,35353789,35353778,35356284,35356242,L1L2_Pgk_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000163848,ENSMUSE00000163844,118975,,1,1,1,Promotor Driven,2010-03-10 17:25:49 UTC,2011-03-24 13:59:39 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,9472,89093
4930568D16Rik,7095,10035,12000,GRCm38,2,-,35361931,35350218,35353789,35353778,35356284,35356242,L1L2_Pgk_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000163848,ENSMUSE00000163844,118975,,1,1,1,Promotor Driven,2010-03-10 17:25:49 UTC,2011-03-24 13:59:39 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,9472,89093
4930590J08Rik,10892,16124,18220,GRCm38,6,+,91910690,91922260,91918376,91918477,91915805,91915862,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000224253,ENSMUSE00000224243,170994,,1,1,2,Promotor Driven,2010-03-10 17:49:16 UTC,2011-03-24 14:04:44 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,18520,97263
4930591A17Rik,5790,6985,8677,GRCm38,2,+,179411172,179422243,179417115,179417149,179416008,179416097,L1L2_Bact_P,R3R4_pBR_amp,,ENSMUSE00000349261,ENSMUSE00000349261,44417,,1,1,2,Promotor Driven,2010-03-10 17:14:06 UTC,2014-07-17 13:10:28 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00735352_cn,,,8213,113995
4931406B18Rik,8343,9385,11167,GRCm38,7,-,43505275,43493505,43497589,43497524,43499919,43499812,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000199298,ENSMUSE00000199295,82462,,1,1,2,Promotor Driven,2010-03-10 17:23:19 UTC,2014-07-17 13:19:21 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00735948_cn,,,9157,114196
4931406C07Rik,7975,23758,9894,GRCm38,9,-,15300865,15287709,15291831,15291768,15295249,15295178,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000214837,ENSMUSE00000214835,84043,,1,1,2,Promotor Driven,2010-07-08 02:27:52 UTC,2014-07-17 13:20:34 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00736373_cn,,22043,99227
4931422A03Rik,6631,25205,9895,GRCm38,2,-,104031558,104021570,104025979,104025905,104026774,104026706,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000442093,ENSMUSE00000442093,50916,,1,1,2,Promotor Driven,2010-08-20 13:26:22 UTC,2014-07-17 13:16:48 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00734641_cn,,,24130,100637
4931422A03Rik,12657,25205,9895,GRCm38,2,-,104031558,104021570,104025979,104025905,104026774,104026706,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000442093,ENSMUSE00000442093,50916,,1,1,2,Promotor Driven,2010-08-20 13:26:22 UTC,2014-07-17 13:16:48 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00734641_cn,,,24130,100637
4931429L15Rik,10454,23814,11338,GRCm38,9,-,46315860,46305029,46308558,46308517,46309615,46309597,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000859535,ENSMUSE00000848155,241198,,1,1,2,Promotor Driven,2010-07-09 02:33:45 UTC,2014-07-17 12:56:07 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00734640_cn,,,22081,99323
4932414N04Rik,501,9986,331,GRCm38,2,+,68657569,68667503,68662735,68662762,68662016,68662080,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000691206,ENSMUSE00000691206,34526,,1,1,2,Promotor Driven,2010-03-10 17:25:38 UTC,2011-07-28 13:29:36 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,9449,89072
4932414N04Rik,1962,9986,331,GRCm38,2,+,68657569,68667503,68662735,68662762,68662016,68662080,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000691206,ENSMUSE00000691206,34526,,1,1,2,Promotor Driven,2010-03-10 17:25:38 UTC,2011-07-28 13:29:36 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,9449,89072
4932438A13Rik,11156,14773,16645,GRCm38,3,+,36884074,36894240,36890081,36890161,36889402,36889472,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000367838,ENSMUSE00000367838,192677,,1,1,2,Promotor Driven,2010-03-10 17:44:02 UTC,2011-03-24 14:03:39 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,5712,85950
4932438A13Rik,10821,14773,16645,GRCm38,3,+,36884074,36894240,36890081,36890161,36889402,36889472,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000367838,ENSMUSE00000367838,192677,,1,1,2,Promotor Driven,2010-03-10 17:44:02 UTC,2011-03-24 14:03:39 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,5712,85950
